Training_portfolio,Annual_Premium_mean,Annual_Premium_std,Claim_Count_mean,Claim_Count_std,Driver_Max_Age_mean,Driver_Max_Age_std,Driver_Min_Age_mean,Driver_Min_Age_std,Driver_Total_Adult_Ages_50_64_mean,Driver_Total_Adult_Ages_50_64_std,Driver_Total_College_Ages_20_23_mean,Driver_Total_College_Ages_20_23_std,Driver_Total_Low_Middle_Adult_Ages_30_39_mean,Driver_Total_Low_Middle_Adult_Ages_30_39_std,Driver_Total_Married_mean,Driver_Total_Married_std,Driver_Total_Middle_Adult_Ages_40_49_mean,Driver_Total_Middle_Adult_Ages_40_49_std,Driver_Total_Senior_Ages_65_69_mean,Driver_Total_Senior_Ages_65_69_std,Driver_Total_Teenager_Age_15_19_mean,Driver_Total_Teenager_Age_15_19_std,Driver_Total_Young_Adult_Ages_24_29_mean,Driver_Total_Young_Adult_Ages_24_29_std,EEA_Policy_Tenure_mean,EEA_Policy_Tenure_std,Loss_Amount_mean,Policy_InstallmentTerm_Mean,Policy_InstallmentTerm_std,VATD_Active_mean,VATD_Active_std,VATD_Alarm_mean,VATD_Alarm_std,VATD_NA_mean,VATD_NA_std,VATD_Passive_mean,VATD_Passive_std,Vehicle_Age_In_Years_mean,Vehicle_Age_In_Years_std,Vehicle_Collision_Coverage_Deductible_mean,Vehicle_Collision_Coverage_Deductible_std,Vehicle_Days_Per_Week_Driven_mean,Vehicle_Days_Per_Week_Driven_std,Vehicle_Driver_Points_mean,Vehicle_Driver_Points_std,Vehicle_Make_Year_mean,Vehicle_Make_Year_std,Vehicle_Med_Pay_Limit_mean,Vehicle_Med_Pay_Limit_std,Vehicle_Miles_To_Work_mean,Vehicle_Miles_To_Work_std,Vehicle_Number_Of_Drivers_Assigned_mean,Vehicle_Number_Of_Drivers_Assigned_std,Vehicle_Physical_Damage_Limit_mean,Vehicle_Physical_Damage_Limit_std,Vehicle_Symbol_mean,Vehicle_Symbol_std,Vehicle_Territory_mean,Vehicle_Territory_std,ln_LR
91,388.3614,238.93184976667143,0.5419,0.5555855087434385,46.1328,15.762036935016738,44.9898,16.099770688479413,0.2813,0.4845552490469193,0.0538,0.23261765001198437,0.2219,0.44707983407646046,0.6638,0.6232241978935341,0.2735,0.47552114783275856,0.0543,0.23655254323419744,0.0512,0.22177348432089047,0.0917,0.30348034538010593,5.526629999999969,6.504352427655666,2739.18,6.3636,1.4316424134537873,0.027,0.1620914166843398,0.0828,0.275593459965068,0.5261,0.49934329310849596,0.3641,0.48120094080804066,6.6643,2.6848698967802145,340.925,264.34101458570984,4.9983,0.08887012878341419,0.1526,0.4260650104612305,1998.0269,6.620827737223822,2913.0912,6315.4246356135,3.5214,7.810457244248945,28.1915,43.84208526740026,47816.9602,34469.220037365376,11.6319,3.93585460670842,30.9251,4.297340654831949,1.9534775351207843
92,388.7809,238.97672247015652,0.5473,0.5558719361156327,46.1266,15.771298165483453,44.9834,16.106224433011924,0.2816,0.48469055333613775,0.054,0.23300092047652918,0.2223,0.4475519414258514,0.6629,0.6236204616976373,0.2728,0.47518705819290963,0.0539,0.23579726468939116,0.0511,0.22157098043276155,0.0919,0.30374926561495535,5.5216899999999685,6.52220794390571,2765.1459,6.3648,1.433850254613524,0.0273,0.16296430816768945,0.082,0.27437844002915984,0.526,0.499348510454862,0.3647,0.48137000499425675,6.6622,2.685295559379658,341.3461,264.06505249651195,4.9983,0.08887012878341419,0.1533,0.4268692208781799,1998.04,6.602647915491964,2901.0909,6263.8722375679245,3.5255,7.813863026413049,28.1522,43.82262289488725,47851.4606,34418.50783886772,11.64,3.937886577222542,30.9179,4.302209954319648,1.9618327334260812
93,389.2143,238.62714738071284,0.5525,0.5557649120480699,46.109,15.7567809724785,44.9582,16.097172567145595,0.2815,0.48423258680083275,0.0541,0.23319225515181968,0.2221,0.4474277697695272,0.663,0.6232734929264578,0.2728,0.4747659426180774,0.0539,0.23579726468939116,0.0512,0.22177348432089047,0.0922,0.30448059189888343,5.537459999999966,6.538453631095687,2791.335,6.3648,1.4338502546135214,0.0273,0.16296430816768945,0.0821,0.2745307391034222,0.525,0.49939957948920954,0.3656,0.48162208834686804,6.6575,2.6844951855869166,341.8576,263.78376923141565,4.9983,0.08887012878341419,0.1534,0.4267161218713063,1998.065,6.576648099908004,2903.4913,6267.580612660468,3.5171,7.783557410759822,28.1624,43.82726673168907,47838.9605,34353.19304673584,11.6399,3.928634801956125,30.9148,4.312377606386203,1.9701451633251985
94,389.7066,238.87834226375566,0.558,0.5561177273677724,46.1049,15.751727133262767,44.9488,16.09062675556614,0.2812,0.48409709253359273,0.0543,0.23357432585060678,0.223,0.4482087561716381,0.6634,0.6231687363205808,0.2731,0.4746987717409704,0.0541,0.23617529057204575,0.0511,0.22157098043276155,0.0916,0.3036752572505202,5.530369999999968,6.5274578078792125,2820.3938,6.3648,1.4338502546135221,0.0275,0.1635433417857916,0.0824,0.27498691201615033,0.5239,0.4994534366420331,0.3662,0.48178913652884253,6.6528,2.683947189728551,342.3839,263.46820049117673,4.9983,0.08887012878341419,0.1544,0.4279941096508187,1998.079,6.5724788891159065,2905.8916,6277.709389655564,3.5202,7.787968747094114,28.1428,43.81749428527809,47844.4604,34348.33460127598,11.6437,3.928268503977713,30.9141,4.314067953594452,1.979237651266775
95,390.4199,239.0278862748713,0.5633,0.55607916019508,46.0602,15.74767204628949,44.9033,16.082661916219987,0.2806,0.4836186810937693,0.0545,0.2339556016049618,0.224,0.4488252938665899,0.6628,0.6228442449725157,0.2723,0.47389362468462354,0.054,0.2355621976355902,0.0513,0.22197575841456776,0.0919,0.3044070570233633,5.526379999999969,6.518603018602255,2880.4137,6.3648,1.4338502546135221,0.0277,0.16412008877755957,0.0822,0.27468291732560846,0.5235,0.4994724189279393,0.3666,0.48190005474815695,6.6498,2.685680779267075,342.8851,263.17203318342337,4.9983,0.08887012878341419,0.1543,0.4276795540823435,1998.0923,6.560006408412093,2911.492,6298.530121394423,3.5423,7.827486037276494,28.1231,43.80777166754423,47871.4599,34382.68523526119,11.647,3.9236374059090946,30.9165,4.316965527907115,1.9984663820467545
96,391.1101,239.67506710496409,0.5689,0.556672056401178,46.033,15.746266398437058,44.8706,16.084462273656037,0.2806,0.483411841705265,0.0549,0.2347157837682017,0.2238,0.44870223240959334,0.6624,0.622948670842686,0.272,0.47353819681460174,0.0537,0.2349932598676137,0.0516,0.2225812081902073,0.0922,0.3051368067721343,5.514269999999968,6.515906772752891,2910.6687,6.366,1.4360536985164285,0.0278,0.164407612312504,0.082,0.27437844002915984,0.5225,0.49951846999904514,0.3677,0.4822032372311489,6.6466,2.685782899450174,343.7214,263.11605003803635,4.9983,0.08887012878341419,0.1564,0.43215473591245374,1998.1089,6.542883288136257,2916.4924,6315.897509022458,3.5387,7.848341350642109,28.0743,43.78314374137311,47884.9599,34341.28052024995,11.6571,3.9211295714005447,30.9164,4.309810725176807,2.0071490215561076
97,391.6518,239.62555581043475,0.5746,0.5575535190388827,46.0274,15.758885858091245,44.8565,16.09749112974022,0.2803,0.4834824562779609,0.0553,0.23547283228746743,0.2239,0.4487637784992342,0.6626,0.6227359151373768,0.2715,0.4728743078356989,0.054,0.23556219763559025,0.0517,0.22278256935253166,0.0924,0.30573123353479065,5.5177999999999665,6.516264062308464,2926.2385,6.3684,1.440447475228786,0.028,0.16498097427336042,0.0818,0.27407347851837605,0.5224,0.4995229647566084,0.3678,0.4822306653889445,6.6439,2.6859661634919205,344.0825,262.8358308167688,4.9983,0.08887012878341419,0.157,0.4333241015425684,1998.1223,6.531646725818497,2919.4926,6319.941244321373,3.5454,7.855323637568812,27.9961,43.74366737750353,47953.4599,34706.031673508915,11.6544,3.9192724719864485,30.9157,4.3099479202312,2.011099909109991
98,392.2569,240.38191997139663,0.5801,0.5576872703488981,46.0443,15.762289887203847,44.8704,16.105891587067905,0.2804,0.48352788949754205,0.0555,0.23585019086541112,0.2233,0.44839404068471106,0.6631,0.623568178892606,0.2718,0.47301916949893824,0.0543,0.23612938340783993,0.0517,0.22278256935253166,0.0924,0.30605817610497665,5.5198399999999666,6.520533575575772,2952.0489,6.3684,1.4404474752287788,0.028,0.16498097427336042,0.0816,0.27376803117509785,0.5216,0.49955820065292084,0.3688,0.48250372121269536,6.6367,2.688128663879656,344.5334,262.6017209593728,4.9983,0.08887012878341419,0.1578,0.4341866094218249,1998.1413,6.520965159289071,2918.1927,6333.116326833581,3.5488,7.864464606084453,27.9277,43.70896841727107,47974.9601,34700.4843742084,11.6574,3.9164472543249493,30.9111,4.313033389124372,2.0183377683432098
99,397.8038,240.7699007768035,0.6328,0.5526252794343641,45.9035,15.804226178668491,44.7425,16.136785099062806,0.2781,0.4818543435114505,0.0563,0.2373519403635877,0.2243,0.4494549042685562,0.6588,0.6246771823576028,0.2693,0.4720167263762892,0.054,0.2359863745153713,0.0521,0.22313800451046686,0.0954,0.3103360611451488,5.502939999999964,6.53341992481674,3206.1575,6.3738,1.4502702811507282,0.029,0.16781482706131232,0.0824,0.27498691201615033,0.5138,0.49983451606941426,0.3748,0.4840954398044708,6.59,2.697670799555507,350.351,259.71367102654904,4.9983,0.08887012878341419,0.1622,0.4410335713537897,1998.3185,6.325002633662028,2910.5938,6349.8721266811,3.5724,7.844699622752636,27.8791,43.683950278576766,47967.9601,34394.73947706045,11.7287,3.9091206725353853,30.8927,4.337080554563304,2.086869539687168
100,384.455,224.72359538366462,0.538,0.5698406436711849,46.013,15.711118694265949,44.8935,16.04172142143984,0.2835,0.48191687243337095,0.056,0.24060953113547967,0.2255,0.4612549490943465,0.6695,0.6256720248991288,0.2765,0.4849384833835379,0.055,0.23664953306682893,0.0545,0.22925101529548098,0.088,0.3054548269804623,5.492450000000013,6.462155811055877,2790.569,6.318,1.344537054136063,0.032,0.176044016506878,0.071,0.2568890733332171,0.5295,0.4992538204046057,0.3675,0.4822447822579395,6.7525,2.6299623763564832,340.6155,265.29051092593426,4.999,0.044721359549996766,0.1645,0.44332608654296474,1998.0315,6.463079254250522,3013.795,6548.777225142779,3.4985,7.736596487642816,27.795,43.64554320570311,48389.9605,40261.60977232097,11.5035,3.8283568156526093,30.8885,4.321620755338975,1.982174049688243
101,385.098,224.86941215350114,0.543,0.5694849924083025,45.968,15.74591829559285,44.8865,16.056198756531835,0.2815,0.4810129278079289,0.0565,0.24153036757150903,0.2255,0.4612549490943465,0.6685,0.624341774451838,0.276,0.4836744467978819,0.055,0.23664953306682898,0.0545,0.22925101529548098,0.0875,0.30477892823741387,5.488350000000013,6.459452882657435,2857.7675,6.321,1.3505076584261475,0.0325,0.17736820385816035,0.071,0.2568890733332171,0.527,0.4993953322258073,0.3695,0.4827901129337398,6.7455,2.62853273560952,340.867,264.6128895228864,4.9965,0.12039517224021033,0.1635,0.441435366267024,1998.063,6.426015704845377,3009.2935,6545.920666800403,3.516,7.745820994022232,27.795,43.645543205703106,48419.96,40515.777639793785,11.5235,3.8192592371506175,30.886,4.320687233425348,2.00429815723472
102,383.7945,222.35852339456892,0.548,0.5690851684629216,45.979,15.757369905957544,44.894,16.071649353954715,0.281,0.48078537549372197,0.0555,0.23968411344333235,0.2255,0.4612549490943465,0.6705,0.6254001220469337,0.276,0.4836744467978819,0.0555,0.23758782373470133,0.055,0.230220548062878,0.089,0.3084259445663476,5.467450000000013,6.415166613490195,2898.7335,6.315,1.3385330908937825,0.032,0.176044016506878,0.071,0.2568890733332171,0.5275,0.4993680348371415,0.3695,0.4827901129337398,6.739,2.6348339938386216,340.2415,264.29563232937363,4.9965,0.12039517224021033,0.163,0.4410535841959134,1998.073,6.428400513859035,3018.2965,6544.7538795022265,3.522,7.743287108691108,27.7955,43.64524181759808,48482.4605,40537.45387279201,11.5285,3.816080316829328,30.8805,4.32522525850025,2.0219219433543616
103,383.4055,222.41336723027993,0.553,0.5686410786587281,45.992,15.775467304785078,44.9145,16.088119950813894,0.281,0.48078537549372197,0.055,0.2387540612238306,0.225,0.46095687501144383,0.6685,0.624341774451838,0.276,0.48367444679788174,0.055,0.2366495330668291,0.055,0.230220548062878,0.089,0.3084259445663474,5.487200000000013,6.432538762997756,2910.949,6.318,1.344537054136063,0.032,0.176044016506878,0.071,0.2568890733332171,0.5275,0.4993680348371415,0.3695,0.4827901129337398,6.747,2.629533841598583,339.866,264.36495694253875,4.9965,0.12039517224021033,0.163,0.4410535841959134,1998.0765,6.403604518192307,3021.2975,6544.3621505057545,3.525,7.747347009967225,27.7955,43.64524181759808,48399.9605,40512.52221061817,11.5245,3.8134854248499432,30.8915,4.298600555223356,2.0271412479995905
104,383.5135,222.30068964368516,0.558,0.5681526191960764,45.946,15.815471810043698,44.87,16.12349476824955,0.2805,0.48055719494020904,0.056,0.24060953113547967,0.2245,0.45957083531957804,0.6665,0.6240773079059397,0.2745,0.4829765865873772,0.0545,0.2357064461663772,0.055,0.230220548062878,0.09,0.3097546997012264,5.467850000000013,6.416860558498504,2951.381,6.318,1.344537054136063,0.032,0.176044016506878,0.07,0.25521082712757615,0.527,0.4993953322258073,0.371,0.48319327175462035,6.7515,2.6294875646076528,339.24,264.5188887797253,4.9965,0.12039517224021033,0.164,0.44294706348561463,1998.0655,6.405679207785587,3023.7975,6544.238871916235,3.516,7.748597575186811,27.7465,43.62026595002381,48312.46,40311.67603065617,11.527,3.815960138141948,30.896,4.295510412611381,2.040653653112023
105,384.4365,223.41117305065995,0.563,0.5676196755293189,45.904,15.789852555418618,44.814,16.10559216699357,0.28,0.4803283852520402,0.0575,0.24335850443499632,0.226,0.4604671703905844,0.667,0.6239436295262686,0.2745,0.48297658658737735,0.0545,0.23570644616637712,0.054,0.22827626908531878,0.0905,0.3120231228845233,5.461500000000013,6.423256717852052,2976.36,6.321,1.3505076584261475,0.032,0.176044016506878,0.0715,0.2577226425447328,0.525,0.49949949937406085,0.3715,0.4833265482840128,6.7345,2.6420635874255574,340.2425,264.05763937482345,4.9965,0.12039517224021033,0.1635,0.44256715065787106,1998.0905,6.415363449883176,3046.798,6627.668152658772,3.5155,7.738908521397031,27.845,43.66984660782994,48257.46,40304.060130709535,11.5315,3.8223439021695973,30.885,4.301863318843002,2.0466777306167634
106,384.6675,223.71266307824607,0.5685,0.5678635262915241,45.8725,15.767991581975963,44.799,16.076374712974193,0.2805,0.4815970492631025,0.0575,0.24335850443499632,0.225,0.45878125519692453,0.6675,0.6246109344301397,0.276,0.4836744467978819,0.0545,0.23570644616637704,0.054,0.22827626908531878,0.0905,0.31362227195263953,5.421850000000013,6.3675254430299395,2986.3415,6.324,1.3564453442678979,0.032,0.176044016506878,0.071,0.2568890733332171,0.526,0.49944842012181917,0.371,0.48319327175462035,6.7385,2.6388633063830373,339.968,263.56075791467515,4.9965,0.12039517224021033,0.1625,0.4418046465043475,1998.0715,6.470109652042578,3055.2985,6629.225036887273,3.478,7.680951406385368,27.747,43.61996494348515,48307.46,40337.20805367077,11.5245,3.8261886531906755,30.8995,4.268080130925663,2.0494250138305343
107,384.763,223.81594809197625,0.574,0.5680539962638529,45.889,15.748926736342161,44.798,16.066962053693224,0.282,0.48331438670724364,0.058,0.24426590616879043,0.225,0.4587812551969244,0.6675,0.6254113203802896,0.2755,0.4834424560422404,0.055,0.23664953306682934,0.054,0.22827626908531878,0.09,0.3129680087281243,5.394550000000014,6.290494452563244,3171.089,6.327,1.3623505420778395,0.033,0.17868117830857524,0.0715,0.2577226425447328,0.525,0.49949949937406085,0.3705,0.48305944066088363,6.732,2.6447444747401563,339.5925,263.6298860185475,4.9965,0.12039517224021033,0.163,0.44218634576633725,1998.0935,6.449694336052963,3053.7985,6629.1241930348715,3.4795,7.702937580799028,27.698,43.59492005414419,48369.96,40320.40224324243,11.529,3.815027682482655,30.897,4.266555138091299,2.1092027806780416
108,385.375,223.66956747109418,0.579,0.5673799079805241,45.9275,15.775350220749253,44.8355,16.09409673528968,0.2825,0.48353971432309234,0.0585,0.2451689293159938,0.2245,0.45848102733505747,0.668,0.6260766614345258,0.2735,0.48250819379419935,0.057,0.24244667495161862,0.054,0.22827626908531878,0.09,0.3129680087281243,5.3955000000000135,6.2874657742950415,3186.942,6.321,1.3505076584261475,0.0335,0.17998318525208612,0.0725,0.259378851671348,0.5235,0.49957235338650796,0.3705,0.48305944066088363,6.724,2.6456234920772213,340.345,262.7762101928592,4.9965,0.12039517224021033,0.1625,0.44293548731497756,1998.123,6.435726865719584,3060.799,6628.76156778631,3.458,7.697393125628098,27.747,43.61996494348515,48357.4595,40308.26204068701,11.54,3.808234673134359,30.905,4.251824785548384,2.112600229112253
109,386.404,224.60844654894564,0.584,0.5666608794297758,45.91,15.785008179966882,44.818,16.09538463980749,0.2815,0.4830884362294402,0.059,0.24606762208245891,0.2265,0.45967749749236947,0.6665,0.6264774433237801,0.2725,0.48203727030696275,0.057,0.24244667495161862,0.0535,0.227296242359831,0.0895,0.31231157400844595,5.372500000000015,6.284893292001532,3198.515,6.324,1.3564453442678979,0.0335,0.17998318525208612,0.0715,0.2577226425447328,0.522,0.4996406913074686,0.373,0.48372305506043284,6.719,2.6513305672602483,340.722,261.9887703201954,4.9965,0.12039517224021033,0.1625,0.44293548731497734,1998.1285,6.439232843266727,3061.3,6626.680840321242,3.458,7.694793104461073,27.649,43.569805633965544,48439.9605,40271.34362492315,11.5495,3.813242735531019,30.903,4.249425821202735,2.1135584643258363
110,392.4465,227.57002701662634,0.635,0.5585078025262944,45.741,15.745026895371357,44.653,16.048905716195847,0.2795,0.48217838815006797,0.059,0.24606762208245891,0.228,0.4551038999831702,0.6545,0.6231564105069954,0.2695,0.4764275827665741,0.0585,0.24516892931599377,0.055,0.230220548062878,0.0895,0.31231157400844567,5.296700000000014,6.248772894844695,3471.3085,6.324,1.3564453442678979,0.0335,0.17998318525208612,0.0735,0.261020719307786,0.5155,0.4998846790472509,0.3775,0.4848827751661492,6.6885,2.6581950173708697,346.0845,260.3597087660184,4.994,0.16424825339824126,0.1595,0.4337670191628804,1998.2535,6.310796370143224,3040.302,6497.7822781364375,3.4245,7.589604785520751,27.159,43.31481046250554,48567.461,38339.590427513736,11.616,3.7975985671787855,30.853,4.3495804884164215,2.1798866689982566
111,387.4365,237.9727095057224,0.5335,0.5594013809279949,46.263,15.79093801163235,45.13966666666666,16.122256285856714,0.2776666666666667,0.48021487198556934,0.05466666666666667,0.23598199819646912,0.22366666666666668,0.44945176608533555,0.6666666666666666,0.6199082754197296,0.274,0.4750034435439123,0.0575,0.24263187830825741,0.04883333333333333,0.2163094323355258,0.0905,0.30439863078053503,5.569566666666624,6.596628916681569,2761.3403333333335,6.366,1.436101574154255,0.0295,0.16921738214617135,0.0775,0.2674054367646038,0.5255,0.4993909442703214,0.3675,0.48216438802844735,6.663666666666667,2.688757728997345,342.45466666666664,265.02303889803983,4.998,0.09485515053628586,0.15266666666666667,0.4251152895279585,1998.0565,6.533050936769404,2902.286,6338.2120252336,3.479833333333333,7.672118582208877,27.903666666666666,43.69956897510765,47539.12433333333,34652.71936643496,11.600166666666667,3.9283421377065633,30.957166666666666,4.228235838022484,1.9639195044540492
112,387.97266666666667,237.92844914113812,0.5386666666666666,0.5593660434968204,46.2245,15.784970508862594,45.099666666666664,16.114621106036545,0.2773333333333333,0.4800603766365404,0.05483333333333333,0.2362963073763515,0.22383333333333333,0.44955421110289845,0.6665,0.6194150701844056,0.2743333333333333,0.47516192190758366,0.05733333333333333,0.24232762121052928,0.049166666666666664,0.21700342693937577,0.09033333333333333,0.3036257350534187,5.562449999999958,6.598570187466311,2793.345333333333,6.368,1.439764385902967,0.0295,0.16921738214617135,0.0775,0.2674054367646038,0.5251666666666667,0.49940785628920187,0.36783333333333335,0.48225588022462107,6.6615,2.6891367250578098,342.49666666666667,264.83109568256776,4.998,0.09485515053628586,0.15316666666666667,0.42513146399967344,1998.073,6.513632542712504,2920.2861666666668,6396.085826836517,3.4896666666666665,7.684577759693592,28.001833333333334,43.748891310380806,47496.624,34643.23985508053,11.609,3.923436150264773,30.951,4.23889848624974,1.9740603103351217
113,388.81016666666665,238.18148514655067,0.544,0.5595678565026798,46.204166666666666,15.79330197805756,45.08283333333333,16.123015554706857,0.27566666666666667,0.4789357494809941,0.0545,0.23566715193483875,0.22416666666666665,0.4501293239617706,0.665,0.6187396920092825,0.2748333333333333,0.4753991020955607,0.05733333333333333,0.2423276212105296,0.0495,0.21769469867294916,0.09066666666666667,0.3040750441820111,5.5496666666666234,6.595625085408291,2816.233,6.372,1.447053901610298,0.0295,0.16921738214617135,0.07683333333333334,0.26634901136453404,0.5246666666666666,0.49943280603451834,0.369,0.48257415281884725,6.656166666666667,2.691558294600232,343.373,264.73861189187846,4.998,0.09485515053628586,0.15333333333333332,0.4252674032687465,1998.0905,6.507024407856564,2933.4535,6425.189850939183,3.5008333333333335,7.7044722372331265,28.018166666666666,43.7571017165289,47506.62416666667,34627.95849571791,11.6155,3.9200621888682554,30.944666666666667,4.2412187177263085,1.98006423425389
114,389.256,238.06567723028178,0.549,0.5591521336077103,46.205666666666666,15.790353292387225,45.079,16.124073822272887,0.2763333333333333,0.4792475024281847,0.05483333333333333,0.23629630737635207,0.22383333333333333,0.44992485774682384,0.6646666666666666,0.619097813412918,0.2745,0.47559168191629975,0.057166666666666664,0.24202286682646587,0.0495,0.2176946986729495,0.09066666666666667,0.30352634744967744,5.535149999999955,6.570949122683558,2847.521,6.372,1.447053901610298,0.0295,0.16921738214617135,0.077,0.26661366645614815,0.524,0.49946529168328213,0.3695,0.4827096277930733,6.659666666666666,2.6883782816386934,343.8745,263.73146910772124,4.998,0.09485515053628586,0.15266666666666667,0.4243303331063437,1998.1006666666667,6.474090813712694,2935.7871666666665,6425.083725136507,3.5135,7.714255378151404,28.002166666666668,43.74869316140848,47449.95766666667,34586.73962518299,11.614666666666666,3.9139585333507685,30.942,4.235637626656693,1.9899668453308994
115,390.261,238.2787121624133,0.554,0.5586913483046417,46.16683333333334,15.768294343078772,45.038833333333336,16.10415730857487,0.2768333333333333,0.4794805757198562,0.055,0.23661008161484448,0.22333333333333333,0.4496175206491454,0.6641666666666667,0.6194997462023556,0.275,0.47547801900585634,0.057166666666666664,0.24202286682646587,0.049833333333333334,0.21838327339313746,0.09083333333333334,0.3037510214019302,5.542683333333287,6.58597517288724,2876.709,6.371,1.4452360076654254,0.029333333333333333,0.16875317822611755,0.07683333333333334,0.26634901136453404,0.5236666666666666,0.49948119998028406,0.37016666666666664,0.48288939649823603,6.650666666666667,2.6911905618138343,344.95116666666667,263.66752083301924,4.998,0.09485515053628586,0.15283333333333332,0.42642577945029786,1998.1216666666667,6.468732846521174,2936.1203333333333,6431.414420620296,3.5231666666666666,7.713043831484976,28.002,43.74879414145535,47479.95816666666,34567.967782320025,11.627,3.914259134339751,30.945666666666668,4.231236830574419,1.997586465349817
116,390.5095,237.76275240420168,0.559,0.5581853889954934,46.133,15.773124069351322,45.00933333333333,16.103140420762394,0.2753333333333333,0.47843115661240515,0.05533333333333333,0.23723603375437172,0.22483333333333333,0.4509070766290851,0.663,0.6198077876371187,0.2753333333333333,0.4759859759808436,0.057,0.2417176132751342,0.0495,0.2176946986729488,0.0905,0.3033014154677902,5.542799999999955,6.588194153967272,2902.8373333333334,6.367,1.4379344940811782,0.029666666666666668,0.16968015238847076,0.077,0.26661366645614815,0.5225,0.49953512311268344,0.37083333333333335,0.4830681781070579,6.646833333333333,2.6927028082624824,345.744,263.8340113182083,4.998,0.09485515053628586,0.15316666666666667,0.4270874689958155,1998.1343333333334,6.458630417771799,2933.454,6431.179870104523,3.5403333333333333,7.719194963468178,27.9855,43.740677073960526,47473.291666666664,34557.47311650554,11.630833333333333,3.909786487429363,30.938333333333333,4.230072435276934,2.0059916316981226
117,391.34366666666665,237.60554909214937,0.564,0.5576341327169536,46.1065,15.757650258639798,44.977833333333336,16.088126468748094,0.27516666666666667,0.4783528430590111,0.0555,0.2375482158618352,0.22516666666666665,0.45111035861324594,0.6635,0.6199450018355483,0.2758333333333333,0.47622169564829614,0.057166666666666664,0.24202286682646587,0.04933333333333333,0.21734940153881105,0.09083333333333334,0.3042993130141203,5.535533333333288,6.574912087654325,2923.3551666666667,6.367,1.4379344940811782,0.029833333333333333,0.17014150065145642,0.07716666666666666,0.26687795499572337,0.5206666666666667,0.4996143425724548,0.37233333333333335,0.4834668333181798,6.6355,2.6955242022880386,346.9545,263.56738238495626,4.998,0.09485515053628586,0.15366666666666667,0.4278828533351698,1998.165,6.442620550670911,2937.9546666666665,6453.360641237678,3.5496666666666665,7.722141658947997,27.969166666666666,43.73245138174,47538.2915,34675.68180229942,11.639666666666667,3.9102482737650504,30.9435,4.222749462001825,2.010901148490568
118,391.87516666666664,238.35884867169418,0.5695,0.557872405008567,46.104166666666664,15.776230988935675,44.97816666666667,16.102139706347835,0.2745,0.47769004730774184,0.05516666666666667,0.236923323037338,0.22566666666666665,0.45178376868936476,0.6625,0.6202079164628957,0.27566666666666667,0.4764931582340655,0.057,0.24171761327513455,0.049666666666666665,0.21803932156039688,0.091,0.3050702290305959,5.52741666666662,6.571765719893562,2947.285,6.37,1.4434151312795385,0.0295,0.16921738214617135,0.07716666666666666,0.26687795499572337,0.5205,0.4996212100771209,0.37283333333333335,0.48359861127284726,6.634333333333333,2.695953619137716,347.0131666666667,263.51305568237,4.998,0.09485515053628586,0.15383333333333332,0.42840700389042546,1998.1683333333333,6.440929913600551,2936.7885,6448.116253472755,3.5458333333333334,7.721345036137219,28.050833333333333,43.77350343041837,47510.791333333334,34670.05252874824,11.643833333333333,3.912739478582746,30.944166666666668,4.230803618159347,2.0176963498860805
119,392.21816666666666,238.4193340869188,0.5746666666666667,0.5575033846469768,46.11783333333333,15.779938203739611,44.9805,16.105610353666947,0.2748333333333333,0.47819600318118816,0.05516666666666667,0.236923323037338,0.22566666666666665,0.4521525876839753,0.6615,0.6196626073580979,0.27516666666666667,0.4755568643994542,0.05683333333333333,0.24141185866303128,0.049666666666666665,0.21803932156039688,0.09083333333333334,0.30429931301412033,5.527449999999954,6.573897691069048,2967.5435,6.371,1.4452360076654254,0.029333333333333333,0.16875317822611755,0.07733333333333334,0.2671418780711705,0.5206666666666667,0.4996143425724548,0.37266666666666665,0.48355474673271154,6.628666666666667,2.6986401511378166,347.764,263.8670731183664,4.998,0.09485515053628586,0.15483333333333332,0.4299892874868287,1998.1818333333333,6.438919157659583,2929.621833333333,6436.203869145264,3.5483333333333333,7.72135137783995,28.1325,43.81436476974961,47469.95816666666,34641.66199565296,11.651333333333334,3.912669555780468,30.939333333333334,4.233435155728521,2.023671552585768
120,392.662,238.34935247441013,0.5798333333333333,0.5570861959581932,46.0885,15.759856067253411,44.952333333333335,16.084698136466397,0.2745,0.4776900473077417,0.05483333333333333,0.236296307376352,0.22683333333333333,0.4535940881688187,0.6606666666666666,0.6198792333454041,0.27516666666666667,0.47555686439945444,0.05683333333333333,0.24141185866303125,0.049666666666666665,0.21803932156039688,0.091,0.3045233254491855,5.512016666666619,6.567024559746756,3018.9395,6.376,1.4542958763891292,0.0295,0.16921738214617135,0.07766666666666666,0.2676686321523847,0.5201666666666667,0.4996347779869991,0.37266666666666665,0.4835547467327116,6.624666666666666,2.7000012141937995,348.66566666666665,263.4236338859982,4.998,0.09485515053628586,0.15466666666666667,0.43024304030921406,1998.1906666666666,6.43971204356909,2937.788666666667,6448.642916194252,3.551,7.718224806630784,28.214166666666667,43.855035932812385,47503.291666666664,34719.18083412879,11.660166666666667,3.9052812757251445,30.942333333333334,4.227882100224367,2.0397116988350636
